Date,Close,Name
2022-01-06 00:00:00+03:00,3753.290039,IMOEX.ME
2022-01-10 00:00:00+03:00,3738.679932,IMOEX.ME
2022-01-11 00:00:00+03:00,3785.290039,IMOEX.ME
2022-01-12 00:00:00+03:00,3829.949951,IMOEX.ME
2022-01-13 00:00:00+03:00,3674.72998,IMOEX.ME
2022-01-14 00:00:00+03:00,3596.97998,IMOEX.ME
2022-01-17 00:00:00+03:00,3560.350098,IMOEX.ME
2022-01-18 00:00:00+03:00,3328.939941,IMOEX.ME
2022-01-19 00:00:00+03:00,3436.820068,IMOEX.ME
2022-01-20 00:00:00+03:00,3516.02002,IMOEX.ME
2022-01-21 00:00:00+03:00,3439.25,IMOEX.ME
2022-01-24 00:00:00+03:00,3235.280029,IMOEX.ME
2022-01-25 00:00:00+03:00,3258.73999,IMOEX.ME
2022-01-26 00:00:00+03:00,3357.659912,IMOEX.ME
2022-01-27 00:00:00+03:00,3455.929932,IMOEX.ME
2022-01-28 00:00:00+03:00,3488.600098,IMOEX.ME
2022-01-31 00:00:00+03:00,3530.379883,IMOEX.ME
2022-02-01 00:00:00+03:00,3548.169922,IMOEX.ME
2022-02-02 00:00:00+03:00,3543.800049,IMOEX.ME
2022-02-03 00:00:00+03:00,3471.179932,IMOEX.ME
2022-02-04 00:00:00+03:00,3471.01001,IMOEX.ME
2022-02-07 00:00:00+03:00,3470.780029,IMOEX.ME
2022-02-08 00:00:00+03:00,3551.649902,IMOEX.ME
2022-02-09 00:00:00+03:00,3638.929932,IMOEX.ME
2022-02-10 00:00:00+03:00,3655.76001,IMOEX.ME
2022-02-11 00:00:00+03:00,3546.620117,IMOEX.ME
2022-02-14 00:00:00+03:00,3481.379883,IMOEX.ME
2022-02-15 00:00:00+03:00,3600.290039,IMOEX.ME
2022-02-16 00:00:00+03:00,3646.409912,IMOEX.ME
2022-02-17 00:00:00+03:00,3511.080078,IMOEX.ME
2022-02-18 00:00:00+03:00,3393.310059,IMOEX.ME
2022-02-21 00:00:00+03:00,3036.879883,IMOEX.ME
2022-02-22 00:00:00+03:00,3084.73999,IMOEX.ME
2022-02-24 00:00:00+03:00,2058.120117,IMOEX.ME
2022-02-25 00:00:00+03:00,2470.47998,IMOEX.ME
2022-03-24 00:00:00+03:00,2578.51001,IMOEX.ME
2022-03-25 00:00:00+03:00,2484.129883,IMOEX.ME
2022-03-28 00:00:00+03:00,2430.699951,IMOEX.ME
2022-03-29 00:00:00+03:00,2408.48999,IMOEX.ME
2022-03-30 00:00:00+03:00,2513.030029,IMOEX.ME
2022-03-31 00:00:00+03:00,2703.51001,IMOEX.ME
2022-04-01 00:00:00+03:00,2759.639893,IMOEX.ME
2022-04-04 00:00:00+03:00,2787.689941,IMOEX.ME
2022-04-05 00:00:00+03:00,2662.790039,IMOEX.ME
2022-04-06 00:00:00+03:00,2611.429932,IMOEX.ME
2022-04-07 00:00:00+03:00,2635.389893,IMOEX.ME
2022-04-08 00:00:00+03:00,2592.719971,IMOEX.ME
2022-04-11 00:00:00+03:00,2557.159912,IMOEX.ME
2022-04-12 00:00:00+03:00,2540.98999,IMOEX.ME
2022-04-13 00:00:00+03:00,2528.419922,IMOEX.ME
2022-04-14 00:00:00+03:00,2404.72998,IMOEX.ME
2022-04-15 00:00:00+03:00,2424.98999,IMOEX.ME
2022-04-18 00:00:00+03:00,2342.629883,IMOEX.ME
